Flight_ID,Date,Month,Day_of_Week,Departure_City,Arrival_City,Route_Type,Aircraft_Type,Flight_Duration_Minutes,Passengers,Seat_Capacity,Load_Factor_%,Ticket_Price_USD,Delay_Minutes,Delay_Category,On_Time_Status,Weather_Condition,Fuel_Consumption,CO2_Emissions,Customer_Rating,Customer_Feedback
PK2026_0587,2026-10-09,October,Friday,Karachi,Jeddah,International,Boeing 777,467.0,248,350,70.86,726.0,139,Severe,Delayed,,6850l,17125.0kg,,Tardy but nice
PK2026_0588,2026-10-02,October,Friday,Dubai,Islamabad,International,Airbus A320,75.0,123,180,68.33,511.0,163,Severe,Delayed,Storm,19014l,47535.0kg,2.8,Very stable
PK2026_0589,2026-12-02,December,Wednesday,Jeddah,Karachi,International,Airbus A320,306.0,176,180,97.78,1111.0,106,Moderate,Delayed,,6161l,15402.5kg,3.4,Poor attention
PK2026_0590,2026-06-20,June,Saturday,Jeddah,Dubai,International,Airbus A320,235.0,149,180,82.78,720.0,157,Severe,Delayed,,17132l,42830.0kg,4.0,Standard
PK2026_0591,2026-06-29,June,Monday,Karachi,Lahore,Domestic,Boeing 777,442.0,297,350,84.86,1379.0,42,Moderate,Delayed,,10086l,25215.0kg,3.8,Average flight
PK2026_0592,2026-09-02,September,Wednesday,Islamabad,Jeddah,International,Airbus A320,,97,180,53.89,1025.0,83,Moderate,Delayed,Clear,19145l,47862.5kg,3.4,Good enough
PK2026_0593,2026-04-10,April,Friday,Kuala Lumpur,Jeddah,International,ATR 72,134.0,39,70,55.71,669.0,111,Moderate,Delayed,Clear,12063l,30157.5kg,4.1,Disappointing
PK2026_0594,2026-08-20,August,Thursday,Islamabad,Kuala Lumpur,International,ATR 72,202.0,54,70,77.14,401.0,67,Moderate,Delayed,Rain,18977l,47442.5kg,3.8,Late arrival but fine
PK2026_0595,2026-10-04,October,Sunday,Dubai,Karachi,International,ATR 72,,41,70,58.57,1163.0,17,Minor,Delayed,,5907l,14767.5kg,,Behind schedule but okay
PK2026_0596,2026-11-17,November,Tuesday,London,Kuala Lumpur,International,Boeing 777,374.0,334,350,95.43,1481.0,198,Severe,Delayed,Fog,14592l,36480.0kg,,Nice experience
PK2026_0597,2026-07-15,July,Wednesday,Doha,Jeddah,International,Boeing 737,110.0,134,160,83.75,1485.0,82,Moderate,Delayed,,16339l,40847.5kg,3.9,Unprofessional staff
PK2026_0598,2026-11-03,November,Tuesday,Karachi,Lahore,Domestic,Boeing 777,92.0,289,350,82.57,1326.0,159,Severe,Delayed,,10916l,27290.0kg,3.6,Late but relaxing seats
PK2026_0599,2026-02-17,February,Tuesday,Dubai,London,International,Boeing 777,85.0,204,350,58.29,316.0,183,Severe,Delayed,Rain,6065l,15162.5kg,,Excellent crew
PK2026_0600,2026-07-20,July,Monday,Doha,Dubai,International,Airbus A320,295.0,141,180,78.33,1232.0,181,Severe,Delayed,Fog,7398l,18495.0kg,4.4,Tardy but comfortable
PK2026_0601,2026-06-06,June,Saturday,Islamabad,Lahore,Domestic,Boeing 737,361.0,122,160,76.25,182.0,55,Moderate,Delayed,Storm,8010l,20025.0kg,2.5,Remarkably steady
PK2026_0602,2026-08-19,August,Wednesday,Lahore,Dubai,International,ATR 72,348.0,68,70,97.14,978.0,136,Severe,Delayed,,7979l,19947.5kg,,Behind schedule but comfy seats
PK2026_0603,2026-12-16,December,Wednesday,Lahore,London,International,Boeing 737,224.0,122,160,76.25,1139.0,63,Moderate,Delayed,Rain,16783l,41957.5kg,2.6,Brilliant service
PK2026_0604,2026-11-01,November,Sunday,Doha,Lahore,International,ATR 72,73.0,49,70,70.0,241.0,190,Severe,Delayed,Rain,9503l,23757.5kg,3.7,Good time
PK2026_0605,2026-02-27,February,Friday,Lahore,Kuala Lumpur,International,Boeing 737,311.0,156,160,97.5,1013.0,120,Moderate,Delayed,Clear,15358l,38395.0kg,2.7,Outstanding crew
PK2026_0606,2026-05-27,May,Wednesday,Karachi,Kuala Lumpur,International,Boeing 737,320.0,131,160,81.88,1155.0,40,Moderate,Delayed,Fog,17087l,42717.5kg,,Mediocre
PK2026_0607,2026-01-18,January,Sunday,Karachi,Lahore,Domestic,ATR 72,419.0,64,70,91.43,321.0,208,Severe,Delayed,Rain,19386l,48465.0kg,,Steady
PK2026_0608,2026-12-02,December,Wednesday,Karachi,Jeddah,International,Boeing 737,284.0,123,160,76.88,648.0,41,Moderate,Delayed,,8467l,21167.5kg,4.1,Badly managed
PK2026_0609,2026-01-09,January,Friday,Doha,Dubai,International,ATR 72,368.0,50,70,71.43,575.0,218,Severe,Delayed,Rain,5933l,14832.5kg,3.2,I liked it
PK2026_0610,2026-10-05,October,Monday,Doha,Lahore,International,ATR 72,472.0,44,70,62.86,579.0,153,Severe,Delayed,Rain,15100l,37750.0kg,4.9,Typical
PK2026_0611,2026-09-24,September,Thursday,Doha,Lahore,International,Airbus A320,381.0,177,180,98.33,1042.0,205,Severe,Delayed,Storm,19568l,48920.0kg,4.9,Standard experience
PK2026_0612,2026-10-22,October,Thursday,Jeddah,Kuala Lumpur,International,Boeing 777,71.0,304,350,86.86,1119.0,131,Severe,Delayed,,16097l,40242.5kg,,Behind schedule but fine
PK2026_0613,2026-09-09,September,Wednesday,Kuala Lumpur,Islamabad,International,Airbus A320,452.0,138,180,76.67,310.0,118,Moderate,Delayed,Storm,9880l,24700.0kg,3.5,Poorly executed
PK2026_0614,2026-09-21,September,Monday,Doha,Lahore,International,ATR 72,394.0,65,70,92.86,644.0,120,Moderate,Delayed,Storm,18978l,47445.0kg,3.3,Superior service
PK2026_0615,2026-03-19,March,Thursday,Lahore,London,International,Boeing 737,469.0,95,160,59.38,1323.0,1,Minor,On Time,,14483l,36207.5kg,2.7,Very calm ride
PK2026_0616,2026-08-18,August,Tuesday,Lahore,Kuala Lumpur,International,Airbus A320,366.0,153,180,85.0,579.0,232,Severe,Delayed,Rain,10819l,27047.5kg,3.1,Poor service delivery
PK2026_0617,2026-03-12,March,Thursday,Islamabad,Doha,International,Airbus A320,287.0,148,180,82.22,991.0,62,Moderate,Delayed,Fog,5520l,13800.0kg,4.2,Satisfied with flight
PK2026_0618,2026-03-23,March,Monday,London,Islamabad,International,Boeing 777,194.0,176,350,50.29,469.0,235,Severe,Delayed,,10743l,26857.5kg,3.6,Average quality
PK2026_0619,2026-07-11,July,Saturday,Islamabad,Jeddah,International,Boeing 737,277.0,95,160,59.38,1480.0,186,Severe,Delayed,Clear,17970l,44925.0kg,4.7,Stellar attention
PK2026_0620,2026-05-26,May,Tuesday,Lahore,Islamabad,Domestic,Boeing 737,256.0,139,160,86.88,274.0,155,Severe,Delayed,Storm,5963l,14907.5kg,2.8,Late but okay seats
PK2026_0621,2026-03-12,March,Thursday,Karachi,Doha,International,ATR 72,466.0,62,70,88.57,744.0,105,Moderate,Delayed,,12202l,30505.0kg,3.0,Calm transit
PK2026_0622,2026-06-07,June,Sunday,London,Kuala Lumpur,International,Boeing 777,63.0,305,350,87.14,477.0,14,Minor,On Time,Clear,3967l,9917.5kg,3.3,Mediocre quality
PK2026_0623,2026-03-03,March,Tuesday,Kuala Lumpur,Doha,International,Boeing 777,83.0,239,350,68.29,1131.0,197,Severe,Delayed,,4397l,10992.5kg,3.9,Seamless flight
PK2026_0624,2026-12-09,December,Wednesday,Karachi,Lahore,Domestic,Boeing 777,186.0,215,350,61.43,826.0,106,Moderate,Delayed,Fog,18961l,47402.5kg,4.6,Rude assistance
PK2026_0625,2026-08-06,August,Thursday,Kuala Lumpur,Islamabad,International,Airbus A320,,123,180,68.33,969.0,176,Severe,Delayed,Clear,16275l,40687.5kg,,Standard air travel
PK2026_0626,2026-05-19,May,Tuesday,Kuala Lumpur,Islamabad,International,ATR 72,202.0,69,70,98.57,372.0,90,Moderate,Delayed,,9382l,23455.0kg,3.5,Unremarkable
PK2026_0627,2026-10-05,October,Monday,Doha,London,International,Airbus A320,220.0,99,180,55.0,748.0,84,Moderate,Delayed,,17145l,42862.5kg,4.9,Behind schedule but cozy
PK2026_0628,2026-10-22,October,Thursday,Islamabad,Doha,International,Airbus A320,227.0,131,180,72.78,863.0,9,Minor,On Time,,6684l,16710.0kg,3.7,Nice journey
PK2026_0629,2026-03-12,March,Thursday,Doha,Kuala Lumpur,International,ATR 72,244.0,45,70,64.29,414.0,204,Severe,Delayed,Storm,19335l,48337.5kg,3.9,Late but pleasant
PK2026_0630,2026-12-19,December,Saturday,Dubai,Kuala Lumpur,International,Boeing 737,,97,160,60.62,1051.0,92,Moderate,Delayed,Fog,11906l,29765.0kg,2.9,Satisfying experience
PK2026_0631,2026-12-11,December,Friday,Dubai,Lahore,International,Boeing 737,453.0,129,160,80.62,695.0,208,Severe,Delayed,,7909l,19772.5kg,2.7,Tardy but good quality
PK2026_0632,2026-05-21,May,Thursday,Jeddah,London,International,Airbus A320,438.0,155,180,86.11,613.0,124,Severe,Delayed,Clear,4082l,10205.0kg,,Normal
PK2026_0633,2026-12-30,December,Wednesday,Kuala Lumpur,Dubai,International,ATR 72,194.0,54,70,77.14,745.0,30,Minor,Delayed,Rain,19378l,48445.0kg,4.1,Positive experience
PK2026_0634,2026-03-06,March,Friday,Lahore,Doha,International,Airbus A320,384.0,144,180,80.0,646.0,5,Minor,On Time,Clear,6978l,17445.0kg,4.7,Well done
PK2026_0635,2026-04-24,April,Friday,Lahore,Doha,International,Airbus A320,384.0,92,180,51.11,879.0,200,Severe,Delayed,Fog,3926l,9815.0kg,4.0,Very stable ride
PK2026_0636,2026-04-11,April,Saturday,Doha,Islamabad,International,ATR 72,119.0,48,70,68.57,1352.0,13,Minor,On Time,Clear,3180l,7950.0kg,2.5,Late but comfortable cabin
PK2026_0637,2026-03-22,March,Sunday,Doha,Jeddah,International,ATR 72,168.0,66,70,94.29,743.0,230,Severe,Delayed,Rain,7820l,19550.0kg,,Ordinary flight
PK2026_0638,2026-06-02,June,Tuesday,Karachi,Jeddah,International,Airbus A320,419.0,165,180,91.67,1425.0,53,Moderate,Delayed,Rain,11776l,29440.0kg,,Extremely steady
PK2026_0639,2026-01-31,January,Saturday,Islamabad,Kuala Lumpur,International,Boeing 737,267.0,141,160,88.12,1488.0,181,Severe,Delayed,,5951l,14877.5kg,4.3,Good trip
PK2026_0640,2026-08-16,August,Sunday,Doha,Dubai,International,Boeing 737,406.0,128,160,80.0,763.0,207,Severe,Delayed,,16631l,41577.5kg,3.9,Poor service
PK2026_0641,2026-09-19,September,Saturday,Kuala Lumpur,London,International,Boeing 737,200.0,154,160,96.25,585.0,63,Moderate,Delayed,,12196l,30490.0kg,3.8,Badly handled
PK2026_0642,2026-11-07,November,Saturday,London,Islamabad,International,Boeing 777,185.0,187,350,53.43,272.0,98,Moderate,Delayed,Storm,15278l,38195.0kg,,Brilliant treatment
PK2026_0643,2026-08-24,August,Monday,Doha,Jeddah,International,Boeing 777,265.0,253,350,72.29,853.0,207,Severe,Delayed,Fog,6668l,16670.0kg,,Behind schedule but comfortable
PK2026_0644,2026-03-05,March,Thursday,London,Lahore,International,Boeing 777,328.0,298,350,85.14,786.0,37,Moderate,Delayed,,16169l,40422.5kg,2.6,Top-tier service
PK2026_0645,2026-07-27,July,Monday,Jeddah,Dubai,International,Airbus A320,469.0,135,180,75.0,595.0,151,Severe,Delayed,,10625l,26562.5kg,3.3,Delayed but very nice
PK2026_0646,2026-04-02,April,Thursday,Jeddah,London,International,Boeing 777,430.0,317,350,90.57,,158,Severe,Delayed,,10616l,26540.0kg,5.0,Pleasant flight
PK2026_0647,2026-10-18,October,Sunday,Lahore,Karachi,Domestic,ATR 72,194.0,55,70,78.57,1299.0,98,Moderate,Delayed,Rain,8464l,21160.0kg,4.7,Fair journey
PK2026_0648,2026-02-10,February,Tuesday,Dubai,London,International,ATR 72,153.0,66,70,94.29,359.0,214,Severe,Delayed,Fog,18926l,47315.0kg,4.4,Late but nice seats
PK2026_0649,2026-10-11,October,Sunday,Kuala Lumpur,Jeddah,International,Airbus A320,254.0,115,180,63.89,654.0,202,Severe,Delayed,,17142l,42855.0kg,,Exceptional service
PK2026_0650,2026-05-19,May,Tuesday,Islamabad,Doha,International,Boeing 737,240.0,135,160,84.38,931.0,209,Severe,Delayed,Clear,15047l,37617.5kg,4.7,Behind schedule but cozy
PK2026_0651,2026-04-26,April,Sunday,Lahore,Jeddah,International,Boeing 777,299.0,340,350,97.14,1314.0,185,Severe,Delayed,Clear,16992l,42480.0kg,3.8,Seamless air travel
PK2026_0652,2026-11-16,November,Monday,Lahore,London,International,Airbus A320,404.0,154,180,85.56,440.0,129,Severe,Delayed,,7554l,18885.0kg,2.6,Very easy transit
PK2026_0653,2026-06-09,June,Tuesday,Kuala Lumpur,Islamabad,International,Boeing 777,156.0,316,350,90.29,688.0,42,Moderate,Delayed,Fog,8376l,20940.0kg,4.9,Delayed but comfy
PK2026_0654,2026-06-12,June,Friday,Kuala Lumpur,Islamabad,International,Boeing 737,463.0,154,160,96.25,494.0,179,Severe,Delayed,Rain,3558l,8895.0kg,,Average trip
PK2026_0655,2026-06-23,June,Tuesday,Kuala Lumpur,Karachi,International,Airbus A320,468.0,93,180,51.67,824.0,155,Severe,Delayed,,12486l,31215.0kg,,Very calm trip
PK2026_0656,2026-03-26,March,Thursday,Karachi,Dubai,International,ATR 72,174.0,60,70,85.71,1323.0,74,Moderate,Delayed,Clear,12402l,31005.0kg,2.9,Great staff
PK2026_0657,2026-02-02,February,Monday,Doha,Dubai,International,Airbus A320,139.0,164,180,91.11,330.0,169,Severe,Delayed,,19326l,48315.0kg,3.5,Bad staff behavior
PK2026_0658,2026-08-14,August,Friday,Dubai,Islamabad,International,Airbus A320,231.0,137,180,76.11,1261.0,84,Moderate,Delayed,Clear,10025l,25062.5kg,,Stable air travel
PK2026_0659,2026-09-05,September,Saturday,Kuala Lumpur,Karachi,International,ATR 72,,57,70,81.43,1430.0,77,Moderate,Delayed,Fog,19977l,49942.5kg,4.5,Normal experience
PK2026_0660,2026-10-29,October,Thursday,Jeddah,Karachi,International,Boeing 777,371.0,252,350,72.0,1080.0,94,Moderate,Delayed,,3636l,9090.0kg,2.7,Tardy but nice
PK2026_0661,2026-02-09,February,Monday,Islamabad,Doha,International,Boeing 777,,224,350,64.0,925.0,91,Moderate,Delayed,Fog,5664l,14160.0kg,3.8,Smooth transit
PK2026_0662,2026-09-04,September,Friday,London,Kuala Lumpur,International,Boeing 737,440.0,122,160,76.25,1194.0,128,Severe,Delayed,Fog,11968l,29920.0kg,4.8,Delayed but pleasant seats
PK2026_0663,2026-09-02,September,Wednesday,Lahore,Islamabad,Domestic,Boeing 777,,228,350,65.14,552.0,186,Severe,Delayed,,6873l,17182.5kg,4.7,Delayed but very relaxed
PK2026_0664,2026-06-10,June,Wednesday,Karachi,Kuala Lumpur,International,ATR 72,409.0,62,70,88.57,1381.0,181,Severe,Delayed,Fog,18669l,46672.5kg,,Steady air travel
PK2026_0665,2026-03-14,March,Saturday,Islamabad,Lahore,Domestic,Boeing 737,431.0,135,160,84.38,331.0,64,Moderate,Delayed,Storm,18833l,47082.5kg,5.0,Ordinary
PK2026_0666,2026-07-21,July,Tuesday,Lahore,Islamabad,Domestic,ATR 72,427.0,35,70,50.0,982.0,97,Moderate,Delayed,Clear,9806l,24515.0kg,4.4,Decent journey
PK2026_0667,2026-06-19,June,Friday,London,Jeddah,International,Airbus A320,238.0,153,180,85.0,1334.0,114,Moderate,Delayed,Storm,9072l,22680.0kg,,Unremarkable journey
PK2026_0668,2026-05-06,May,Wednesday,Karachi,Kuala Lumpur,International,Boeing 777,388.0,280,350,80.0,507.0,47,Moderate,Delayed,Rain,18644l,46610.0kg,,Good flight
PK2026_0669,2026-06-21,June,Sunday,Lahore,Kuala Lumpur,International,Boeing 777,361.0,192,350,54.86,379.0,213,Severe,Delayed,Rain,16060l,40150.0kg,,Very stable
PK2026_0670,2026-08-01,August,Saturday,Karachi,Dubai,International,ATR 72,233.0,63,70,90.0,1284.0,102,Moderate,Delayed,Rain,14250l,35625.0kg,4.7,Good enough trip
PK2026_0671,2026-02-21,February,Saturday,Kuala Lumpur,London,International,Boeing 737,162.0,87,160,54.37,485.0,137,Severe,Delayed,,5223l,13057.5kg,2.7,Lacking help
PK2026_0672,2026-06-19,June,Friday,Dubai,Karachi,International,Boeing 777,229.0,280,350,80.0,664.0,207,Severe,Delayed,Clear,11183l,27957.5kg,4.4,Mediocre
PK2026_0673,2026-03-27,March,Friday,Karachi,Dubai,International,Boeing 737,238.0,157,160,98.12,,93,Moderate,Delayed,,14860l,37150.0kg,,Delayed but very comfortable
PK2026_0674,2026-08-01,August,Saturday,Jeddah,Lahore,International,ATR 72,255.0,43,70,61.43,506.0,50,Moderate,Delayed,Rain,6681l,16702.5kg,3.4,Effortless
PK2026_0675,2026-04-07,April,Tuesday,Kuala Lumpur,Lahore,International,Airbus A320,413.0,138,180,76.67,1056.0,128,Severe,Delayed,Rain,6824l,17060.0kg,4.3,Positive journey
PK2026_0676,2026-01-16,January,Friday,Lahore,Kuala Lumpur,International,Boeing 737,299.0,100,160,62.5,1006.0,21,Minor,Delayed,Rain,8469l,21172.5kg,3.6,Quiet travel
PK2026_0677,2026-02-06,February,Friday,Dubai,Lahore,International,ATR 72,246.0,51,70,72.86,366.0,59,Moderate,Delayed,Clear,19933l,49832.5kg,3.3,I enjoyed it
PK2026_0678,2026-08-22,August,Saturday,Islamabad,Kuala Lumpur,International,Airbus A320,236.0,128,180,71.11,805.0,154,Severe,Delayed,,10120l,25300.0kg,4.8,Excellent experience
PK2026_0679,2026-10-30,October,Friday,Karachi,Doha,International,Boeing 777,116.0,258,350,73.71,435.0,92,Moderate,Delayed,,15694l,39235.0kg,3.1,Average air travel
PK2026_0680,2026-04-12,April,Sunday,Lahore,Islamabad,Domestic,Boeing 777,84.0,201,350,57.43,793.0,72,Moderate,Delayed,Rain,4719l,11797.5kg,3.7,Perfectly calm
PK2026_0681,2026-02-01,February,Sunday,Jeddah,London,International,Airbus A320,375.0,180,180,100.0,766.0,83,Moderate,Delayed,Rain,5523l,13807.5kg,,No bumps
PK2026_0682,2026-12-08,December,Tuesday,Islamabad,Kuala Lumpur,International,Boeing 737,471.0,155,160,96.88,568.0,11,Minor,On Time,Fog,5846l,14615.0kg,,Delayed but nice
PK2026_0683,2026-07-05,July,Sunday,Doha,Kuala Lumpur,International,Airbus A320,145.0,96,180,53.33,1120.0,146,Severe,Delayed,Fog,5124l,12810.0kg,2.9,Behind schedule but okay comfort
PK2026_0684,2026-06-02,June,Tuesday,Jeddah,Karachi,International,ATR 72,,50,70,71.43,359.0,147,Severe,Delayed,,6031l,15077.5kg,4.6,Good quality
PK2026_0685,2026-05-21,May,Thursday,London,Lahore,International,Boeing 737,281.0,137,160,85.62,966.0,46,Moderate,Delayed,Clear,6541l,16352.5kg,4.2,Steady flight
PK2026_0686,2026-05-09,May,Saturday,Islamabad,Lahore,Domestic,Boeing 737,402.0,99,160,61.88,204.0,216,Severe,Delayed,,12770l,31925.0kg,4.9,Behind schedule but quite cozy
PK2026_0687,2026-07-15,July,Wednesday,Lahore,Jeddah,International,Boeing 777,119.0,287,350,82.0,405.0,163,Severe,Delayed,,3357l,8392.5kg,2.5,Top-rated service
PK2026_0688,2026-02-13,February,Friday,Dubai,Lahore,International,Boeing 777,167.0,318,350,90.86,426.0,161,Severe,Delayed,,7948l,19870.0kg,3.6,Ordinary trip
PK2026_0689,2026-03-29,March,Sunday,London,Dubai,International,Airbus A320,242.0,151,180,83.89,1249.0,134,Severe,Delayed,,12783l,31957.5kg,4.4,Delayed but relaxing
PK2026_0690,2026-11-30,November,Monday,Jeddah,Dubai,International,Airbus A320,208.0,129,180,71.67,602.0,171,Severe,Delayed,,10013l,25032.5kg,4.5,Excellent attention
PK2026_0691,2026-10-20,October,Tuesday,London,Doha,International,ATR 72,364.0,54,70,77.14,1499.0,105,Moderate,Delayed,Rain,8462l,21155.0kg,4.6,Terrible crew
PK2026_0692,2026-09-29,September,Tuesday,Dubai,Jeddah,International,Boeing 737,311.0,91,160,56.88,421.0,221,Severe,Delayed,Storm,8680l,21700.0kg,4.7,Decent
PK2026_0693,2026-01-11,January,Sunday,London,Jeddah,International,Airbus A320,246.0,122,180,67.78,124.0,216,Severe,Delayed,,14778l,36945.0kg,,Everything okay
PK2026_0694,2026-06-05,June,Friday,London,Jeddah,International,ATR 72,228.0,47,70,67.14,174.0,185,Severe,Delayed,Fog,8005l,20012.5kg,2.7,Fantastic treatment
PK2026_0695,2026-02-04,February,Wednesday,Kuala Lumpur,Dubai,International,Boeing 737,123.0,96,160,60.0,162.0,52,Moderate,Delayed,Clear,8315l,20787.5kg,4.6,Average experience
PK2026_0696,2026-03-22,March,Sunday,Islamabad,London,International,Airbus A320,281.0,124,180,68.89,487.0,223,Severe,Delayed,Fog,18822l,47055.0kg,3.1,Bad service quality
PK2026_0697,2026-05-25,May,Monday,Doha,Dubai,International,Boeing 777,428.0,188,350,53.71,319.0,113,Moderate,Delayed,Fog,13701l,34252.5kg,3.3,Lacking attention
PK2026_0698,2026-05-01,May,Friday,Kuala Lumpur,Karachi,International,ATR 72,139.0,60,70,85.71,869.0,117,Moderate,Delayed,,5889l,14722.5kg,3.0,Very smooth
PK2026_0699,2026-10-19,October,Monday,Karachi,Lahore,Domestic,Boeing 737,384.0,145,160,90.62,779.0,157,Severe,Delayed,Storm,11568l,28920.0kg,2.7,Late but very comfy
PK2026_0700,2026-09-13,September,Sunday,Karachi,London,International,Airbus A320,378.0,148,180,82.22,593.0,214,Severe,Delayed,,3366l,8415.0kg,3.0,Unpleasant
PK2026_0701,2026-07-31,July,Friday,Doha,Lahore,International,Boeing 737,480.0,87,160,54.37,1380.0,49,Moderate,Delayed,Fog,10654l,26635.0kg,3.1,Elite care
PK2026_0702,2026-01-13,January,Tuesday,Dubai,London,International,Boeing 737,390.0,140,160,87.5,873.0,230,Severe,Delayed,Clear,19571l,48927.5kg,3.2,Good time
PK2026_0703,2026-11-24,November,Tuesday,Islamabad,London,International,Airbus A320,197.0,99,180,55.0,160.0,45,Moderate,Delayed,Fog,11836l,29590.0kg,3.9,Tardy but fine
PK2026_0704,2026-10-03,October,Saturday,Islamabad,Karachi,Domestic,Boeing 777,400.0,240,350,68.57,1459.0,111,Moderate,Delayed,,15624l,39060.0kg,3.4,World-class treatment
PK2026_0705,2026-10-20,October,Tuesday,Karachi,Doha,International,Boeing 737,88.0,114,160,71.25,792.0,20,Minor,Delayed,Clear,4828l,12070.0kg,4.3,Professional staff
PK2026_0706,2026-06-22,June,Monday,Lahore,Kuala Lumpur,International,ATR 72,239.0,57,70,81.43,377.0,46,Moderate,Delayed,Fog,17577l,43942.5kg,3.2,Standard
PK2026_0707,2026-06-28,June,Sunday,Dubai,Kuala Lumpur,International,ATR 72,391.0,64,70,91.43,428.0,84,Moderate,Delayed,Rain,19960l,49900.0kg,3.7,Ordinary flight
PK2026_0708,2026-10-13,October,Tuesday,Karachi,Dubai,International,Airbus A320,140.0,170,180,94.44,,164,Severe,Delayed,,7537l,18842.5kg,3.4,Very quiet ride
PK2026_0709,2026-07-16,July,Thursday,Kuala Lumpur,Doha,International,ATR 72,463.0,47,70,67.14,1075.0,81,Moderate,Delayed,,14889l,37222.5kg,4.3,Stellar experience
PK2026_0710,2026-02-16,February,Monday,London,Islamabad,International,Boeing 737,249.0,139,160,86.88,1023.0,184,Severe,Delayed,,18357l,45892.5kg,4.0,Perfectly steady
PK2026_0711,2026-12-13,December,Sunday,Islamabad,Jeddah,International,ATR 72,247.0,58,70,82.86,1146.0,62,Moderate,Delayed,,10527l,26317.5kg,2.9,Delayed but nice
PK2026_0712,2026-02-20,February,Friday,Karachi,Islamabad,Domestic,ATR 72,163.0,40,70,57.14,1107.0,184,Severe,Delayed,Storm,16152l,40380.0kg,3.2,Pleasant enough
PK2026_0713,2026-12-09,December,Wednesday,Karachi,Dubai,International,ATR 72,318.0,38,70,54.29,922.0,117,Moderate,Delayed,,11960l,29900.0kg,4.4,Amazing treatment
PK2026_0714,2026-12-17,December,Thursday,London,Islamabad,International,Airbus A320,207.0,96,180,53.33,1107.0,180,Severe,Delayed,Rain,19471l,48677.5kg,4.2,Poor help
PK2026_0715,2026-12-02,December,Wednesday,Islamabad,Doha,International,Airbus A320,385.0,122,180,67.78,231.0,192,Severe,Delayed,Fog,14759l,36897.5kg,3.0,Steady journey
PK2026_0716,2026-05-25,May,Monday,Jeddah,Dubai,International,ATR 72,223.0,43,70,61.43,829.0,150,Severe,Delayed,,12545l,31362.5kg,3.5,Very calm
PK2026_0717,2026-09-25,September,Friday,Jeddah,Karachi,International,ATR 72,103.0,35,70,50.0,894.0,191,Severe,Delayed,,14745l,36862.5kg,4.3,Very smooth
PK2026_0718,2026-04-14,April,Tuesday,London,Dubai,International,Airbus A320,274.0,93,180,51.67,1100.0,209,Severe,Delayed,Storm,14191l,35477.5kg,3.4,Good enough
PK2026_0719,2026-03-07,March,Saturday,Doha,London,International,Boeing 777,395.0,239,350,68.29,826.0,43,Moderate,Delayed,,19263l,48157.5kg,2.9,Magnificent
PK2026_0720,2026-12-25,December,Friday,Karachi,Islamabad,Domestic,Airbus A320,347.0,175,180,97.22,829.0,185,Severe,Delayed,Storm,6924l,17310.0kg,3.2,Excellent quality
PK2026_0721,2026-05-03,May,Sunday,Kuala Lumpur,Dubai,International,Boeing 777,407.0,246,350,70.29,127.0,43,Moderate,Delayed,Clear,4394l,10985.0kg,3.2,Outstanding
PK2026_0722,2026-12-08,December,Tuesday,Doha,London,International,Boeing 737,175.0,145,160,90.62,155.0,233,Severe,Delayed,Fog,16845l,42112.5kg,2.7,Perfect flight
PK2026_0723,2026-09-28,September,Monday,Doha,Jeddah,International,Airbus A320,427.0,122,180,67.78,1269.0,240,Severe,Delayed,Fog,5543l,13857.5kg,,Satisfied with the service
PK2026_0724,2026-03-18,March,Wednesday,London,Dubai,International,Airbus A320,206.0,145,180,80.56,398.0,190,Severe,Delayed,Storm,19125l,47812.5kg,3.9,Ordinary
PK2026_0725,2026-12-12,December,Saturday,Karachi,Lahore,Domestic,ATR 72,,65,70,92.86,457.0,228,Severe,Delayed,Fog,4221l,10552.5kg,,Very steady
PK2026_0726,2026-07-29,July,Wednesday,Kuala Lumpur,Karachi,International,ATR 72,,46,70,65.71,1366.0,137,Severe,Delayed,,8610l,21525.0kg,2.9,Very stable trip
PK2026_0727,2026-08-30,August,Sunday,Doha,London,International,Boeing 777,351.0,245,350,70.0,1109.0,133,Severe,Delayed,Rain,19228l,48070.0kg,2.6,Fine experience
PK2026_0728,2026-04-11,April,Saturday,Lahore,Doha,International,Boeing 777,249.0,289,350,82.57,302.0,230,Severe,Delayed,,17589l,43972.5kg,4.4,Seamless journey
PK2026_0729,2026-07-20,July,Monday,Karachi,Jeddah,International,ATR 72,334.0,40,70,57.14,1056.0,233,Severe,Delayed,Fog,11235l,28087.5kg,3.2,Unremarkable flight
PK2026_0730,2026-11-08,November,Sunday,Kuala Lumpur,Doha,International,Boeing 777,337.0,196,350,56.0,154.0,234,Severe,Delayed,Storm,10907l,27267.5kg,,Rude staff
PK2026_0731,2026-05-14,May,Thursday,Islamabad,Lahore,Domestic,Boeing 777,286.0,206,350,58.86,193.0,9,Minor,On Time,,17612l,44030.0kg,3.8,Exceptional staff
PK2026_0732,2026-02-24,February,Tuesday,Islamabad,Kuala Lumpur,International,Boeing 777,380.0,178,350,50.86,132.0,24,Minor,Delayed,Fog,5035l,12587.5kg,3.3,Bad experience
PK2026_0733,2026-09-21,September,Monday,Doha,London,International,Boeing 737,305.0,104,160,65.0,546.0,123,Severe,Delayed,Fog,3282l,8205.0kg,3.8,Delayed but luxury seats
